,Comment title,Comment,cleaned_Comment,lemmatized_Comment,Topic_1_probability,Topic_2_probability,Topic_3_probability,Topic_4_probability,Topic_5_probability,Topic_6_probability,Topic_7_probability,Max_Probability_Topic,Max_Topic_Words
1659,Ryanair customer review,Flight FR 749 10/5/2015 Gdansk to Birmingham. Bought XL space seat for 10.99 to have comfortable flying space after when all passengers been set up on the seats some guy who didn't pay for the seat just sat next to me. Obviously that space was free as nobody bought it. In my opinion if that space hasn't been purchased it is supposed to be unoccupied because it is not fair for these people's who actually paid for this spaces.,flight fr gdansk birmingham buy xl space seat comfortable fly space passenger set seat guy not pay seat sit obviously space free buy opinion space not purchase suppose unoccupied fair people actually pay space,flight buy space seat comfortable fly space passenger set seat guy pay seat sit obviously space free buy opinion space purchase suppose unoccupied fair people actually pay space,0.004050648305565119,0.004050630610436201,0.6924077868461609,0.20638273656368256,0.00404990604147315,0.08500821143388748,0.0040501016192138195,Topic_3,"bag, pay, check, luggage, hold, hand_luggage, staff, priority, queue, baggage"
1660,Ryanair customer review,We recently flew to Malaga from Liverpool going out our case weighed 15 kgs and out friends case weighed in at 17kgs. Coming back at Malaga our case weighed in at 19 kgs and our friends case was over the permitted 20 kgs and they had to pay 20 euros. Can you explain why this happened as we had not made any purchases and we had obviously used shower gel sun creams etc. so if anything they should be slightly lighter. Is this a con to get more money out of us. The girl on the Ryanair Desk at Malaga had an attitude problem and was very rude. Has anyone else experienced this?,recently fly malaga liverpool go case weigh kgs friend case weigh kgs come malaga case weigh kgs friend case permit kgs pay euro explain happen purchase obviously shower gel sun cream etc slightly light con money girl ryanair desk malaga attitude problem rude experience,recently fly malaga go case friend case weigh come malaga case friend case permit pay happen purchase obviously shower cream slightly light con money girl ryanair desk attitude problem rude experience,0.13497459888458252,0.464246541261673,0.38579148054122925,0.0037465349305421114,0.0037469849921762943,0.003747499780729413,0.003746411297470331,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
1661,Ryanair customer review,I flew Stansted to Valencia. The queue for check in was disorganised but the staff were helpful and friendly. The plane was clean the staff were again helpful and friendly - particularly in helping elderly passengers to disembark - and I was happy with the service.,fly stanste valencia queue check disorganise staff helpful friendly plane clean staff helpful friendly particularly help elderly passenger disembark happy service,fly stanste queue check disorganise staff helpful friendly plane clean staff helpful friendly particularly help elderly passenger disembark happy service,0.28095197677612305,0.00565114663913846,0.0056528933346271515,0.005650906357914209,0.005651703104376793,0.6907904148101807,0.0056509412825107574,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
1662,Ryanair customer review,We travel a lot with Ryanair and find them only airline to be on time. We have just travelled to Bratislava from Birmingham and back. No problems with flight and going and return were given back row. Staff are getting much more friendly but my one gripe with Ryanair is the hand luggage. We only travelled with hand luggage and took great care to make sure the sizes were correct but I notice not everyone does and there isn't checking at all all sorts of shapes and sizes go through even the handbag sizes. This does cause a problem putting cases in the overhead lockers. Either there are rules or not. Travelled 9 may return 12 May.,travel lot ryanair find airline time travel bratislava birmingham problem flight go return give row staff get friendly gripe ryanair hand luggage travel hand luggage take great care sure size correct notice not check sort shape size handbag size cause problem put case overhead locker rule travel return,travel lot ryanair find airline time travel flight go return give row staff get friendly gripe ryanair hand luggage travel hand luggage take great care sure size correct notice check sort shape size handbag size cause problem put case overhead locker rule travel return,0.0033685502130538225,0.28468817472457886,0.37516847252845764,0.0033688144758343697,0.003368393052369356,0.32666900753974915,0.003368588164448738,Topic_3,"bag, pay, check, luggage, hold, hand_luggage, staff, priority, queue, baggage"
1663,Ryanair customer review,A return trip from Dublin to Malaga for a friends wedding the flight over left slightly late due chaotic boarding by the pax who seemed rather clueless as to what to do once you board a plane so you can't blame Ryanair for that. As per my last flights on FR they ran out of food and drink items and had a very limited selection and the service by a crew with a combined age of about 17 were slow and one rather got the impression that the four of them had just qualified the previous afternoon. They seemed stressed by the whole process and were again slow from the aft galley which is a surprise considering the lack of items they could possibly sell. There was a minor medical emergency where a pax fainted but they were quick and very attentive to deal with the situation. The flight back was again bereft of items from to purchase which was odd given that the plane was sitting on the ground the whole time I was at the gate before boarding (over an hour) but then even when you want to purchase something it's a bit of a guessing game due to the fact there are no menus. Anyway the flight began boarding early so early there were neither flight nor cabin crew on board. The flight itself was an awful experience due to being surrounded by children who took to screaming the majority of the time while their parents looked like they wanted to chuck themselves out the window. If I thought that the front of the cabin were an adults only area I would have paid anything to sit there maybe something to think about? All-in-all Ryanair are fine and are improving but it wouldn't be any harm to send mystery shoppers and auditors on flights occasionally to see what is really going on and realistically running out of the toilet paper hand towels. hand soap and saleable things like water is fairly unacceptable from a pax perspective.,return trip dublin malaga friend wed flight leave slightly late chaotic boarding pax clueless board plane not blame ryanair flight fr run food drink item limited selection service crew combine age slow get impression qualify previous afternoon stress process slow aft galley surprise consider lack item possibly sell minor medical emergency pax faint quick attentive deal situation flight bereft item purchase odd give plane sit ground time gate board hour want purchase bit guess game fact menu flight begin boarding early early flight cabin crew board flight awful experience surround child take scream majority time parent look like want chuck window think cabin adult area pay sit maybe think allinall ryanair fine improve not harm send mystery shopper auditor flight occasionally go realistically run toilet paper hand towel hand soap saleable thing like water fairly unacceptable pax perspective,return trip flight leave slightly late chaotic boarding pax board plane blame ryanair flight fr run food drink item limited selection service crew combine age slow get impression qualify previous afternoon stress process slow surprise consider lack item possibly sell minor medical emergency pax faint quick attentive deal situation flight bereft item purchase odd give plane sit ground time hour want purchase bit guess game fact menu flight begin board early early flight cabin crew board flight awful experience surround child take scream majority time parent look want window think cabin adult area pay sit maybe think allinall ryanair fine improve harm send mystery shopper auditor flight occasionally go realistically run toilet paper hand towel hand soap saleable thing water fairly unacceptable pax perspective,0.31631845235824585,0.07442969083786011,0.0011031911708414555,0.18244437873363495,0.17749938368797302,0.09306753426790237,0.15513740479946136,Topic_1,"passenger, plane, staff, board, sit, seat, cabin_crew, come, boarding, aircraft"
1664,Ryanair customer review,Flew recently Dublin to Birmingham return for £20 return - unbelievable fare. Flights were very busy. There was the traditional queue for a Ryanair flight even though you have an assigned seat. I prefer to wait until the queue is actually moving and join the queue then instead of standing for no reason. No complaints about the flight - I think some of the food/drinks are overpriced but in general there is a good selection. I have noticed on recent Ryanair flights that the level of customer service have improved. There seems to be more Irish and British crew on the Irish and British flights too. I noticed the crew were especially friendly with the children on board with 2 young kids being shown into the cockpit as they saw the pilot on exiting the plane and the male cabin crew member on the tramac waving at other children as they came down the aircraft steps. Flight was good going back as well arriving in Dublin area. Great service for just £20 return.,fly recently dublin birmingham return return unbelievable fare flight busy traditional queue ryanair flight assign seat prefer wait queue actually move join queue instead stand reason complaint flight think fooddrink overprice general good selection notice recent ryanair flight level customer service improve irish british crew irish british flight notice crew especially friendly child board young kid show cockpit see pilot exit plane male cabin crew member tramac wave child come aircraft step flight good go arrive dublin area great service return,fly recently return unbelievable fare flight busy traditional queue ryanair flight assign seat prefer wait queue actually move join queue instead stand reason complaint flight think fooddrink general good selection notice recent ryanair flight level customer service improve irish british crew irish british flight notice crew especially friendly child board young kid show see exit plane male cabin crew member wave child come aircraft step flight good go arrive area great service return,0.1762479841709137,0.09252026677131653,0.0018292763270437717,0.22338208556175232,0.060773830860853195,0.4434174597263336,0.001829097862355411,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
1665,Ryanair customer review,FR 507 30th April. FR 506 7th May. It may be said that one gets what one pays for but by the time Ryanair has ripped through you with thier suite of extra charges many of which are simply an unfair cash grab on their unsuspecting customers at the booking counter when there is no chance of taking another airline Ryanair is not well priced. On a flight from Dublin to Bristol we were encouraged to use Ryanairs smartphone App or print out out a boarding pass to avoid an extra charge to have it printed at the booking counter. Unfortunately the App didn't work so on arriving at Dublin we were directed to the misnamed 'Customer Service' counter to be 'helped' by the most unhelpful unpleasant rude eye rolling young woman I have ever had the misfortune to encounter in many years of air travel with many airlines all over the world. When I explained the problem she tried to tell me that if the App didn't work I had plenty of time in Ireland to hunt down an Internet cafe or similar with access to a printer to print out my boarding pass and that she should now charge me for printing them out at the airport. I was then charged for an extra 3kg of baggage even though the two of us had no carry on baggage. The plane was dirty tired and run down and the cabin staff non professional. The seats are small and cramped. In summary terrible service from rude staff will strip you of cash any chance they get tired dirty aircraft poor inflight service. Do yourself a favour and give Ryanair a big miss they are the worst I have flown by a large margin.,fr th april fr th say get pay time ryanair rip thi suite extra charge simply unfair cash grab unsuspecting customer booking counter chance take airline ryanair price flight dublin bristol encourage use ryanair smartphone app print boarding pass avoid extra charge print booking counter unfortunately app not work arrive dublin direct misname customer service counter help unhelpful unpleasant rude eye roll young woman misfortune encounter year air travel airline world explain problem try tell app not work plenty time ireland hunt internet cafe similar access printer print boarding pass charge print airport charge extra kg baggage carry baggage plane dirty tired run cabin staff non professional seat small cramp summary terrible service rude staff strip cash chance tired dirty aircraft poor inflight service favour ryanair big miss bad fly large margin,fr say get pay time ryanair suite extra charge simply unfair cash grab unsuspecting customer book counter chance take airline ryanair price flight encourage use ryanair print boarding pass avoid extra charge print book counter unfortunately app work arrive direct misname customer service counter help unhelpful unpleasant rude eye roll young woman encounter year air travel world explain problem try tell app work plenty time internet cafe similar access printer print boarding pass charge print airport charge extra kg baggage carry baggage plane dirty tired run cabin staff non professional seat small cramp summary terrible service rude staff strip cash chance tired dirty aircraft poor inflight service favour ryanair big bad fly large margin,0.08495029807090759,0.5170286297798157,0.05896162986755371,0.10866794735193253,0.14291419088840485,0.001181389787234366,0.0862959623336792,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
1666,Ryanair customer review,"I've been flying world-wide for more than 50 years with many different airlines. Despite many online complaints about Ryanair my experience with this airlines had been very good until my flight from Malaga to Venice (Treviso) on May 6 (FR 2597) when an incompetent female flight attendant and a very rude belligerent male maitre d'cabin (both Malaga-based) changed my perception of the airline. The maitre d' shouted and yelled and my son who expressed his concern regarding fresh air and cooler air temperature in the cabin. Ryanair is a budget airline and I'm aware of that but budget does not mean poor maintenance and rude and unfriendly flight crew. As a very frequent airline passenger I must point out that there are more and more budget airlines in the world and competition for the passengers is tougher every single day. Ryanair cannot keep playing the silly game of ""We're cheap so we can afford everything and if you don't like that go somewhere else."" I guarantee you that we will.",ve fly worldwide year different airline despite online complaint ryanair experience airline good flight malaga venice treviso fr incompetent female flight attendant rude belligerent male maitre dcabin malagabase change perception airline maitre d shout yelled son express concern fresh air cool air temperature cabin ryanair budget airline m aware budget mean poor maintenance rude unfriendly flight crew frequent airline passenger point budget airline world competition passenger tough single day ryanair play silly game cheap afford not like guarantee,ve fly worldwide year different airline ryanair experience good flight malaga venice treviso fr incompetent female flight attendant rude belligerent male maitre dcabin malagabase change perception airline maitre d shout yelled son express concern fresh air cool air temperature cabin ryanair m aware budget mean poor maintenance rude unfriendly flight crew frequent airline passenger point budget world competition passenger tough single day ryanair play silly game cheap afford guarantee,0.12687212228775024,0.44786137342453003,0.0019736054819077253,0.11846981942653656,0.001973870676010847,0.04830648750066757,0.2545427083969116,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
1667,Ryanair customer review,I flew from Stansted to Tours. I was very careful to read and understand the rules. Two of us traveled so I booked 2 seats which also gave us priority boarding and enabled us to print off boarding passes well in advance. The flight was excellent as was the coffee. For such a short flight I did not need extra legroom even though I am well over 6ft. I have noticed that most complaints here are from people who have not read the rules and/or expect preferential treatment then blame the airline for their own carelessness.,fly stanste tour careful read understand rule travel book seat give priority boarding enable print boarding pass advance flight excellent coffee short flight need extra legroom ft notice complaint people read rule andor expect preferential treatment blame airline carelessness,fly stanste tour careful read understand rule travel book seat give priority boarding enable print boarding pass advance flight excellent coffee short flight need extra legroom complaint people read expect preferential treatment blame airline carelessness,0.00404955493286252,0.3840135335922241,0.004049811512231827,0.00404994934797287,0.004050116520375013,0.36559781432151794,0.2341892123222351,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
1668,Ryanair customer review,Unusually this was my first trip with FR for 4 months. CCF to STN return. Surprised to be allocated the same back row seat for both flights even though I'd not paid for seat choice. I thought these rear (and front) seats cost extra? Anyway not complaining as it meant speedy disembarkation at both destinations. Good to see that the Ryanair charm offensive has not run out of steam and they really do seem to be making serious efforts to up their public image. Return leg absolutely full but boarding was efficient enough and we arrived 20 mins early. Both flights were on two of FR's more elderly planes (those in the EI-DC* range) and frankly they are starting to show a lot of wear and tear which is hardly surprising when you consider how hard they work. Have the food and drink prices gone up recently? £4.50 for a coffee and a biscuit seems a bit OTT to me but I guess you don't have to buy. In summary a couple of years ago I'd have advised anyone to avoid Ryanair at all costs if there was even a vaguely convenient alternative. Happily nowadays I'm quite keen to recommend them to anyone on any route if getting from A to B in the shortest time for the least money including bags etc is a priority.,unusually trip fr month ccf stn return surprised allocate row seat flight d pay seat choice think rear seat cost extra complain mean speedy disembarkation destination good ryanair charm offensive run steam make effort public image return leg absolutely boarding efficient arrive min early flight frs elderly plane eidc range frankly start lot wear tear hardly surprising consider hard work food drink price go recently coffee biscuit bit ott guess not buy summary couple year ago d advise avoid ryanair cost vaguely convenient alternative happily nowadays m keen recommend route get b short time money include bag etc priority,unusually trip fr month return surprised allocate row seat flight d pay seat choice think rear seat cost extra complain mean speedy disembarkation destination good run steam make effort public image return leg absolutely boarding efficient arrive min early flight frs elderly plane eidc range frankly start lot wear tear hardly surprising consider hard work food drink price go recently coffee biscuit bit guess buy summary couple year ago advise avoid ryanair cost vaguely convenient alternative happily nowadays keen route get short time money include bag priority,0.22025665640830994,0.19630029797554016,0.05343342944979668,0.22550074756145477,0.0015465866308659315,0.13400915265083313,0.16895319521427155,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
1669,Ryanair customer review,My husband and I have travelled the world with many different airlines and I must say that Ryanair are great. We travelled to Las Palmas Gran Canaria on 19th April returning on 29th both ways no delays and on time. Staff were great friendly and worked so hard up and down the aisle serving drinks and food nothing to much trouble. You are lucky if you get one drink on other airlines even sometimes on long haul. The only problem the seats were a little hard. We will definitely travel again with Ryanair.,husband travel world different airline ryanair great travel las palmas gran canaria th april return th way delay time staff great friendly work hard aisle serve drink food trouble lucky drink airline long haul problem seat little hard definitely travel ryanair,husband travel world different airline ryanair great travel return way delay time staff great friendly work hard aisle serve drink food trouble lucky drink airline long seat little hard definitely travel ryanair,0.003893398679792881,0.0038930559530854225,0.003892610315233469,0.25781121850013733,0.003891932312399149,0.7227256298065186,0.003892183071002364,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
1670,Ryanair customer review,"FR 3002 17th April. FR 3015 20th April. I have travelled with Ryanair for years now and in recent times the customer service and service in general has become increasingly poor. I travelled recently to Rome and this was a very poor experience - the flights were late the customer service was very poor and the cabins filthy. The yellow tagging farce is actually funny to watch - the policy as I was rudely told is the ""first 90 bags"" however it was totally random with customers with large trolley bags walking through and then other customers behind them being tagged?! There is no correct monitoring system for this whatsoever so you are at the mercy of the poorly trained staff on the gate. You then get onto the flight to find several spaces in the overhead lockers and several empty seats! Quite frankly I am fed up with the continual poor service so I have now booked with Aer Lingus for my next trip to Dublin. I am also at the stage where I will actually pay a higher fare in order to have a relaxed experience with well trained staff who smile instead or a rude and grumpy scripted person who cannot answer anything outside of that script.",fr th april fr th april travel ryanair year recent time customer service service general increasingly poor travel recently rome poor experience flight late customer service poor cabin filthy yellow tagging farce actually funny watch policy rudely tell bag totally random customer large trolley bag walk customer tag correct monitoring system whatsoever mercy poorly train staff gate flight find space overhead locker seat frankly feed continual poor service book aer lingus trip dublin stage actually pay high fare order relaxed experience train staff smile instead rude grumpy scripted person answer outside script,fr year recent time customer service service general increasingly poor travel recently poor experience flight late customer service poor cabin filthy yellow tagging farce actually funny watch policy rudely tell bag totally random customer large trolley bag walk customer tag correct monitoring system mercy poorly train staff gate flight find space overhead locker seat frankly feed continual poor service book lingus trip stage actually pay high fare order relaxed experience train staff smile instead rude grumpy scripted person answer outside script,0.19170448184013367,0.16186006367206573,0.16850130259990692,0.001570790191181004,0.2339445799589157,0.11062804609537125,0.13179072737693787,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
1671,Ryanair customer review,Flight out on the 29/4/15 was ok flight back not so good 3/5/15. No food left only chocolate snacks and crisps staff seemed as if they didn't know what they was doing slow and no organisation started from the front of the plane and we was at the back row 33. So not much left anyway but no sandwiches at the front of the plane as was sold out on the flight out. Very cramped. Paid for seats going out and to put a case in the hold (£60) return what a rip off. But refused to pay for seats to come back. Will not travel with them again if I can help it.,flight ok flight good food leave chocolate snack crisp staff not know slow organisation start plane row left sandwich plane sell flight cramp pay seat go case hold return rip refuse pay seat come travel help,flight ok flight good food leave chocolate snack crisp staff know slow organisation start plane row leave sandwich plane sell flight cramp pay seat go case hold return refuse pay seat come travel help,0.0036114631220698357,0.003611101070418954,0.3731027841567993,0.4652608335018158,0.003611041931435466,0.14719144999980927,0.0036112915258854628,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
1672,Ryanair customer review,Flight 8386 and flight 8387 April 11th and 18th. First booking had filthy seats second booking - return from Palma. Because my suitcase was 2kg over I was charged 20 euros even though we had only one piece of luggage between 2 people. No food on flight as such - 1 sandwich also did not get the time to look at mag for inflight purchases.,flight flight april th th booking filthy seat second booking return palma suitcase kg charge euro piece luggage people food flight sandwich time look mag inflight purchase,flight flight th book filthy seat second booking return palma suitcase charge piece luggage people food flight sandwich time look mag inflight purchase,0.00565232802182436,0.3221452236175537,0.0784091204404831,0.005651945248246193,0.005652047228068113,0.30433374643325806,0.2781556248664856,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
1673,Ryanair customer review,Eindhoven-Porto. Always chose another airline if I had the choice but back to Ryanair after this flight. 10 euros for an emergency exit seat were well spent on this 2.20 hrs flight. Very professional and polite crew smooth flight and on time performance. I like the fact that you can check in 30 days before departure when you reserve a seat. Big plus for people complaining they can't print their boarding passes while on holiday. Or use the app and store in pass book. No paper needed. The airports added to discomfort however: Eindhoven is too small for six Ryanair flight departing within 1.5 hrs and in Porto the baggage reclaim took half an hour.,eindhovenporto choose airline choice ryanair flight euro emergency exit seat spend hrs flight professional polite crew smooth flight time performance like fact check day departure reserve seat big plus people complain not print boarding pass holiday use app store pass book paper need airport add discomfort eindhoven small ryanair flight depart hrs porto baggage reclaim take half hour,choose choice ryanair flight euro emergency exit seat spend hrs flight professional polite crew smooth flight time performance fact check day departure reserve seat big people complain print boarding pass holiday use app store pass book paper need airport add discomfort eindhoven small ryanair flight depart porto baggage reclaim take half hour,0.0028829320799559355,0.420499324798584,0.10741361230611801,0.24062348902225494,0.0028832824900746346,0.22281375527381897,0.0028835777193307877,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
1674,Ryanair customer review,I recently flew to Dublin with Air Lingus but had to return with Ryanair. Having arrived late on the Friday night I was up again early next day to work and meetings in the city and was lucky enough to catch the Bath v Leinster cup game in the afternoon. However that left little time to make it to the airport for the return flight which I did. On arrival I was chastised for not having printed off a boarding pass. How I was expected to do that heavens only knows but that fell on deaf ears and I had to pay up 70 euros extra to get on board. The dismissive attitude I encountered was galling and not what I would expect from an airline. I had heard many horror stories of how this company manage to find more ways than others to get you to part with your money for the slightest reason. That said I wont make the same mistake twice because I wont be using them again!,recently fly dublin air lingus return ryanair have arrive late friday night early day work meeting city lucky catch bath v leinster cup game afternoon leave little time airport return flight arrival chastise have print boarding pass expect heaven know fall deaf ear pay euro extra board dismissive attitude encounter gall expect airline hear horror story company manage find way money slight reason say will not mistake twice will not,recently fly return ryanair arrive late night early day work meet city lucky catch bath v leinster cup game afternoon leave little time airport return flight arrival chastise print boarding pass expect know fall deaf ear pay board dismissive attitude encounter expect airline hear horror story company manage find way money slight reason say mistake twice,0.12192731350660324,0.3223206698894501,0.0025201356038451195,0.0025205397978425026,0.3640410006046295,0.0025205870624631643,0.18414975702762604,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
1675,Ryanair customer review,STN-MAD and SVQ-STN. Gate staff friendly and helpful slight delay on departure but made time up en route. Ryanair does what it says on the tin gets you from a to b with as little fuss as possible excellent value for the price paid.,stnmad svqstn gate staff friendly helpful slight delay departure time en route ryanair say tin get b little fuss possible excellent value price pay,friendly helpful slight delay departure time say tin get little fuss possible excellent value price pay,0.010312038473784924,0.010315747931599617,0.010315689258277416,0.010312307626008987,0.010312606580555439,0.810493528842926,0.13793805241584778,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
1676,Ryanair customer review,Used Ryanair on a way flight from Murcia to Stansted on the 30th of April which was fine. It was on time and I only had carry on luggage only and had printed off a boarding pass beforehand and as always if you play their game it all works well. The flight was only £40 and considering I had driven the first leg at a cost of £200 I have no idea how they manage to provide flights so cheaply. The cabin crew did their best but there was no milk for drinks or inflight magazines which was a bit of a disaster and raised a laugh with the passengers (well some of them with a sense of humour) and of course out came the dreaded scratch cards at the end of the flight but the plane was clean on time and I was happy with my trip and will use them again.,ryanair way flight murcia stanste th april fine time carry luggage print boarding pass play game work flight consider drive leg cost idea manage provide flight cheaply cabin crew good milk drink inflight magazine bit disaster raise laugh passenger sense humour course come dreaded scratch card end flight plane clean time happy trip use,ryanair way flight fine time carry luggage print boarding pass play game work flight consider drive leg cost idea manage provide flight cheaply cabin crew good milk drink inflight magazine bit disaster raise laugh passenger sense humour course come dread scratch card end flight plane clean time happy trip use,0.15359729528427124,0.1471400409936905,0.06479454040527344,0.23910799622535706,0.00288336887024343,0.07229984551668167,0.3201769292354584,Topic_7,"time, crew, good, return, cabin_crew, boarding, land, arrive, leg_room, journey"
1677,Ryanair customer review,Flew from Birmingham to Dublin for a day trip £15 return! Flight out was faultless boarding is much better now with allocated seating and arrived 25 minutes early. Flight back was delayed around 2 hours apparently due to 'aircraft re-positioning' but did receive a text message apologising for the delay. Was after midnight by the time we departed and everyone I think just wanted to get home or wherever. Boarding was smooth again and otherwise no problems. It certainly won't put me off flying with them again.,fly birmingham dublin day trip return flight faultless boarding well allocate seating arrive minute early flight delay hour apparently aircraft repositioning receive text message apologise delay midnight time depart think want home boarding smooth problem certainly will not fly,fly trip return flight faultless boarding well allocate seat arrive minute early flight delay hour apparently aircraft reposition receive text message apologise delay midnight time depart think want home boarding smooth problem certainly fly,0.09556405246257782,0.004610407166182995,0.004609956871718168,0.5652346014976501,0.11448923498392105,0.004610616713762283,0.21088117361068726,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
1678,Ryanair customer review,"Its true you get what you play for! We have used Ryanair lots of times and my biggest complaint is they always run late. Recently we flew to Bydgoszcz from Glasgow. The flight was delayed going out due to a computer problem on board. Flying back home was the worst flight delayed again! Arrived at 6.30 for an 8pm flight. At check in the information board said ""Delayed"" This was the only time we were advised. Once through security there are no information boards and most definitely no human person to speak with. We eventually boarded at 10pm. We say each time this will be the last time we use Ryanair as it totally ruins your holiday.",true play ryanair lot time big complaint run late recently fly bydgoszcz glasgow flight delay go computer problem board fly home bad flight delay arrive pm flight check information board say delay time advise security information board definitely human person speak eventually board pm time time use ryanair totally ruin holiday,true play ryanair lot time big complaint run late recently fly glasgow flight delay go computer fly home bad flight delay arrive flight check say delay time advise security board definitely human person speak eventually board time time use ryanair totally holiday,0.0030590291135013103,0.11371977627277374,0.0030591010581701994,0.6581545472145081,0.21588894724845886,0.0030595443677157164,0.003059087786823511,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
1679,Ryanair customer review,Flying from Faro to Glasgow Prestwick. I have flown with Ryanair before on short flights from Glasgow to Dublin which were fine (although had us standing outside in the freezing cold waiting to board for 20 minutes). Faro to Glasgow was a 3 hour flight and I am 6 months pregnant. I had to drag my suitcase up the stairs to board the plane and stand waiting there for a good 10 minutes until other passengers had taken their seats. When we arrived at our seats there was no room in the overhead stow for our luggage as other passengers had obviously ran out of space in their own areas and decided just to cram 4 cases into ours leaving us with nothing. My husband had to try and make room for our bags in stows away from where we were sitting. During this the cabin crew just gormlessly stood by and offered no assistance. Menus were handed out but only to passengers in the front seats as they didn't have enough to go round. It was a lunchtime flight and I was hungry and asked the stewardess while she was passing with the trolley if I could buy a panini. I was told they had ran out (again as there was only enough for the passengers in the front seats). No alternative was offered. The staff looked tired and fed up. Also there was a hen do on board with one idiot randomly shouting at the top of her voice. I didn't see any cabin crew addressing this. I would only fly Ryanair for very short flights if desperate. Will avoid in future and would certainly not recommend when over 3 months pregnant! Appalling.,fly faro glasgow prestwick fly ryanair short flight glasgow dublin fine stand outside freezing cold wait board minute faro glasgow hour flight month pregnant drag suitcase stair board plane stand wait good minute passenger take seat arrive seat room overhead stow luggage passenger obviously run space area decide cram case leave husband try room bag stow away sit cabin crew gormlessly stand offer assistance menu hand passenger seat not round lunchtime flight hungry ask stewardess pass trolley buy panini tell run passenger seat alternative offer staff look tired feed hen board idiot randomly shout voice not cabin crew address fly ryanair short flight desperate avoid future certainly recommend month pregnant appalling,fly faro ryanair short flight glasgow fine stand outside freeze board minute faro glasgow hour flight month pregnant drag stair board plane stand wait good minute passenger take seat arrive seat room luggage passenger obviously run space area decide cram case leave husband try room bag stow away sit cabin crew gormlessly stand offer assistance menu hand passenger seat round lunchtime flight hungry ask stewardess pass trolley buy tell run passenger seat alternative offer staff look tired feed board randomly shout voice cabin crew address fly ryanair short flight desperate avoid future certainly recommend month pregnant appalling,0.37881362438201904,0.1359850913286209,0.06413285434246063,0.4173492193222046,0.0012397392420098186,0.001239761128090322,0.001239699311554432,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
1680,Ryanair customer review,I use Ryanair several times a year and you get what you pay for no complaints except not being able to print off return boarding pass more than seven days ahead? Why? I don't want to buy an allocated seat. Gives many people no choice but to pay extra. I look for another carrier for my return when possible. On the plus side ground staff seem to be less aggressive and unpleasant these days.,use ryanair time year pay complaint able print return boarding pass seven day ahead not want buy allocate seat give people choice pay extra look carrier return possible plus ground staff aggressive unpleasant day,use ryanair time year pay complaint able print return boarding pass day ahead want buy allocate seat give people choice pay extra look carrier return possible ground staff aggressive unpleasant day,0.004406725522130728,0.7230086326599121,0.0044061895459890366,0.004406474996358156,0.004406332038342953,0.004407765809446573,0.254957914352417,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
1681,Ryanair customer review,Went STN-MRS without incident during the flight. Although a few weeks before I received notice that the flight time had changed which required some workarounds in my own schedule in addition to the flight ultimately being delayed. Although everything was acceptable in general I also rather didn't like how non-EU/EEA citizens have to go to the bag drop line for visa checks which took an additional 30 minutes before going through security simply because the line was so long. I also realized the seats do not recline I'm not sure if this was because of the route or if all their aircraft are like this in general but I definitely would not want to go on a long flight with them if this were the case!,go stnmrs incident flight week receive notice flight time change require workaround schedule addition flight ultimately delay acceptable general not like noneueea citizen bag drop line visa check take additional minute go security simply line long realize seat recline m sure route aircraft like general definitely want long flight case,go week receive notice flight time change require workaround schedule addition flight ultimately delay acceptable general citizen drop line visa check take additional minute go security simply line long realize seat recline m sure route aircraft general definitely want long flight case,0.0031566922552883625,0.1982959508895874,0.0031567802652716637,0.31940776109695435,0.27629002928733826,0.19653581082820892,0.003156986553221941,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
